@name,change,enabled,type,nameUi,order,Year,weight,cost,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,speedLimiter,minMainTurrets,minMainBarrels,#comment,#comment2,#cost_base,#cost_base_mod
monte_funnel_2_big,,,funnel,Turbine Funnel with Barbette III,,,255,1890000,,46,monte_funnel_e,1.05,,funnel,,need(CL_Condot_Monte;BB_Cesare;DD_Hybrid_Generic;DD_Modern_Hybrid_Italy;DD_Russia_big),"funnel(1), fcap(23), smoke(40), size(13)",,,,,,,,,,,,,,,,,,,255,204,390000,1170000
monte_funnel_1_big,,,funnel,Turbine Funnel III,,,230,1600000,,45,monte_funnel_f,1.05,,funnel,,need(CL_Condot_Monte;BB_Cesare;DD_Hybrid_Generic;DD_Modern_Hybrid_Italy;DD_Russia_big),"funnel(1), fcap(23), smoke(40), size(11)",,,,,,,,,,,,,,,,,,,230,184,390000,1170000
monte_funnel_2,,,funnel,Turbine Funnel with Barbette II,,,225,1410000,,44,monte_funnel_e,1,,funnel,,need(CL_Condot_Monte;BB_Cesare;DD_Hybrid_Generic;DD_Modern_Hybrid_Italy;DD_Russia_big),"funnel(1), fcap(20), smoke(37.5), size(12)",,,,,,,,,,,,,,,,,,,225,180,390000,1170000
monte_funnel_1,,,funnel,Turbine Funnel II,,,185,1220000,,40,monte_funnel_f,1,,funnel,,need(CL_Condot_Monte;BB_Cesare;DD_Hybrid_Generic;DD_Modern_Hybrid_Italy;DD_Russia_big),"funnel(1), fcap(20), smoke(37.5), size(10)",,,,,,,,,,,,,,,,,,,185,148,390000,1170000
monte_funnel_1_small,,,funnel,Turbine Funnel I,,,165,1020000,,37,monte_funnel_f,0.95,,funnel,,need(CL_Condot_Monte;BB_Cesare;DD_Hybrid_Generic;DD_Modern_Hybrid_Italy;DD_Russia_big),"funnel(1), fcap(15), smoke(33), size(9)",,,,,,,,,,,,,,,,,,,165,132,390000,1170000
modern_BB_funnel_8_richelieu,,,funnel,Angled Funnel Complex VIII (plus rangefinder),,,1184,1305000,,120,richelieu_funnel_b,1.25,,funnel,,"need(BB_Modern_Richelieu_Big;BB_Modern_France;BB_France_Flat;BC_Modern_Richelieu), needunlock(late_BB_funnels_level_4)","funnel(1),aim(15), fcap(125), smoke(55), size(22)",,,,,,,,,,,,,,,,,,,1184,947.2,,
modern_BB_funnel_7_richelieu,,,funnel,Angled Funnel Complex VII (plus rangefinder),,,1120,1205000,,110,richelieu_funnel_a,1.25,,funnel,,"need(BB_Modern_Richelieu_Big;BB_Modern_France;BB_France_Flat;BC_Modern_Richelieu), needunlock(late_BB_funnels_level_4)","funnel(1),aim(14), fcap(120), smoke(52), size(21)",,,,,,,,,,,,,,,,,,,1120,896,,
modern_BB_funnel_6_richelieu,,,funnel,Angled Funnel Complex VI (plus rangefinder),,,1056,1105000,,100,richelieu_funnel_b,1.175,,funnel,,need(BB_Modern_Richelieu_Big;BB_Modern_France;BB_France_Flat;BC_Modern_Richelieu),"funnel(1),aim(13), fcap(115), smoke(50), size(20)",,,,,,,,,,,,,,,,,,,1056,844.8,,
modern_BB_funnel_5_richelieu,,,funnel,Angled Funnel Complex V (plus rangefinder),,,992,1005000,,95,richelieu_funnel_a,1.175,,funnel,,need(BB_Modern_Richelieu_Big;BB_Modern_France;BB_France_Flat;BC_Modern_Richelieu),"funnel(1),aim(12), fcap(105), smoke(48), size(19)",,,,,,,,,,,,,,,,,,,992,793.6,,
modern_BB_funnel_4_richelieu,,,funnel,Angled Funnel Complex IV (plus rangefinder),,,921.6,925000,,90,richelieu_funnel_b,1.125,,funnel,,"need(BB_Modern_Richelieu;BB_Modern_Richelieu_Big;Large_Cruiser_Henri;BB_Modern_France;BB_France_Flat;BB_Modern_France_TEST;BB_Modern_France_Small;BC_Modern_Richelieu;CA_Heavy_France_Bi), needunlock(late_BB_funnels_level_4)","funnel(1),aim(11.5), fcap(98), smoke(46), size(18)",,,,,,,,,,,,,,,,,,,921.6,737.28,,
modern_BB_funnel_3_richelieu,,,funnel,Angled Funnel Complex III (plus rangefinder),,,844.8,895000,,85,richelieu_funnel_a,1.125,,funnel,,need(BB_Modern_Richelieu;BB_Modern_Richelieu_Big;Large_Cruiser_Henri;BB_Modern_France;BB_France_Flat;BB_Modern_France_TEST;BB_Modern_France_Small;BC_Modern_Richelieu;CA_Heavy_France_Bi),"funnel(1),aim(11), fcap(92), smoke(44), size(17)",,,,,,,,,,,,,,,,,,,844.8,675.84,,
modern_BB_funnel_2_richelieu,,,funnel,Angled Funnel Complex II (Enhanced plus rangefinder),,,768,845000,,80,richelieu_funnel_b,1.05,,funnel,,"need(BB_Modern_Richelieu;Large_Cruiser_Henri;BB_Modern_France_Small;CA_Heavy_France_Louis;BC_Modern_Richelieu;CA_Heavy_France_Bi), needunlock(late_BB_funnels_level_3)","funnel(1),aim(11), fcap(84), smoke(42), size(16)",,,,,,,,,,,,,,,,,,,768,614.4,,
modern_BB_funnel_2_richelieu_small,,,funnel,Angled Funnel Complex II (plus rangefinder),,,723.2,805000,,80,richelieu_funnel_b,1,,funnel,,need(BB_Modern_Richelieu;Large_Cruiser_Henri;BB_Modern_France_Small;BC_Modern_Richelieu;CA_Heavy_France_Bi),"funnel(1),aim(11), fcap(84), smoke(42), size(16)",,,,,,,,,,,,,,,,,,,723.2,578.56,,
modern_BB_funnel_8_richelieu_mod,,,funnel,Angled Funnel Complex VIII,,,1180,3805000,,105,richelieu_funnel_b,1.2,,funnel,france,"need(BB_France_Mod), needunlock(late_BB_funnels_level_4)","funnel(1),aim(15), fcap(115), smoke(55), size(21.5)",,,,,,,,,,,,,,,,,,,1180,944,1305000,3915000
modern_BB_funnel_7_richelieu_mod,,,funnel,Angled Funnel Complex VII,,,1100,3505000,,100,richelieu_funnel_a,1.2,,funnel,france,"need(BB_France_Mod), needunlock(late_BB_funnels_level_4)","funnel(1),aim(14), fcap(110), smoke(52), size(20.5)",,,,,,,,,,,,,,,,,,,1100,880,1205000,3615000
modern_BB_funnel_6_richelieu_mod,,,funnel,Angled Funnel Complex VI,,,1050,3205000,,97,richelieu_funnel_b,1.15,,funnel,france,"need(BB_France_Mod), needunlock(late_BB_funnels_level_4)","funnel(1),aim(13), fcap(100), smoke(50), size(19.5)",,,,,,,,,,,,,,,,,,,1050,840,1105000,3315000
modern_BB_funnel_5_richelieu_mod,,,funnel,Angled Funnel Complex V,,,975,3005000,,90,richelieu_funnel_a,1.15,,funnel,france,"need(BB_France_Mod), needunlock(late_BB_funnels_level_4)","funnel(1),aim(12), fcap(95), smoke(48), size(18.5)",,,,,,,,,,,,,,,,,,,975,780,1005000,3015000
modern_BB_funnel_4_richelieu_mod,,,funnel,Angled Funnel Complex IV,,,900,2705000,,87,richelieu_funnel_b,1.1,,funnel,france,need(BB_France_Mod),"funnel(1),aim(11.5), fcap(88), smoke(46), size(17.5)",,,,,,,,,,,,,,,,,,,900,720,925000,2775000
modern_BB_funnel_3_richelieu_mod,,,funnel,Angled Funnel Complex III,,,820,2605000,,83,richelieu_funnel_a,1.1,,funnel,france,need(BB_France_Mod),"funnel(1),aim(11), fcap(82), smoke(44), size(16.5)",,,,,,,,,,,,,,,,,,,820,656,895000,2685000
modern_BB_funnel_2_richelieu_mod,,,funnel,Angled Funnel Complex II (Enhanced),,,750,2405000,,80,richelieu_funnel_b,1.03,,funnel,france,need(BB_France_Mod),"funnel(1),aim(10.5), fcap(76), smoke(43), size(15.5)",,,,,,,,,,,,,,,,,,,750,600,845000,2535000
modern_BB_funnel_2_richelieu_small_mod,,,funnel,Angled Funnel Complex II,,,700,2305000,,75,richelieu_funnel_b,0.97,,funnel,france,need(BB_France_Mod),"funnel(1),aim(10), fcap(74), smoke(42), size(15)",,,,,,,,,,,,,,,,,,,700,560,805000,2415000
modern_BB_funnel_1_richelieu,,,funnel,Angled Funnel Complex I (Enhanced plus rangefinder),,,652.8,765000,,75,richelieu_funnel_a,1.05,,funnel,,"need(BB_Modern_Richelieu;BB_Modern_France_Small;BC_Modern_Richelieu;Large_Cruiser_Henri;CA_Heavy_France_Big), needunlock(late_BB_funnels_level_3)","funnel(1),aim(10), fcap(83), smoke(40), size(15)",,,,,,,,,,,,,,,,,,,652.8,522.24,,
modern_BB_funnel_1_richelieu_small,,,funnel,Angled Funnel Complex I (plus rangefinder),,,258.8,725000,,72,richelieu_funnel_a,1,,funnel,,need(BB_Modern_Richelieu;BB_Modern_France_Small;BC_Modern_Richelieu;Large_Cruiser_Henri),"funnel(1),aim(4), fcap(81), smoke(38), size(11.5)",,,,,,,,,,,,,,,,,,,588.8,471.04,,
modern_BB_funnel_1_richelieu2,,,funnel,Compact Angled Funnel Complex II (plus rangefinder),,,352.8,565000,,32,richelieu_funnel_a,0.8,,funnel,,"need(Large_Cruiser_Henri;CA_Heavy_France_Louis;CL_EscortCruiser_France), needunlock(late_BB_funnels_level_3)","funnel(1),aim(10), fcap(43), smoke(30), size(10)",,,,,,,,,,,,,,,,,,,652.8,522.24,,
modern_BB_funnel_1_richelieu_small2,,,funnel,Compact Angled Funnel Complex I (plus rangefinder),,,328.8,525000,,29,richelieu_funnel_a,0.75,,funnel,,need(Large_Cruiser_Henri;CA_Heavy_France_Louis;CL_EscortCruiser_France),"funnel(1),aim(3.5), fcap(39), smoke(28), size(14.5)",,,,,,,,,,,,,,,,,,,588.8,471.04,,
modern_BB_funnel_7_Iowa,,,funnel,Mega Funnel XI,,,992,1320000,,80,iowa_funnel_a,1.55,,funnel,,"need(BB_Modern_Spain_Super;BB_Soyuz_Big;Large_Exper_Warship), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(70), smoke(80), size(17.5)",,,,,,,,,,,,,,,,,,,992,793.6,,
modern_BB_funnel_6_Iowa,,,funnel,Mega Funnel X,,,928,1250000,,75,iowa_funnel_a,1.5,,funnel,,need(BB_Modern_Spain_Super;BB_Soyuz_Big;BB_Modern_China_Command;Large_Exper_Warship),"funnel(1), fcap(67), smoke(75), size(16.5)",,,,,,,,,,,,,,,,,,,928,742.4,,
modern_BB_funnel_5_Iowa,,,funnel,Mega Funnel IX,,,876.8,1130000,,70,iowa_funnel_a,1.45,,funnel,,need(BB_Modern_Spain_Super;BB_Soyuz_Big;BB_Modern_China_Command;Large_Exper_Warship),"funnel(1), fcap(64), smoke(70), size(15.5)",,,,,,,,,,,,,,,,,,,876.8,701.44,,
modern_BB_funnel_4_Iowa_enhanced,,,funnel,Mega Funnel VIII (Enhanced),,,832,1060000,,65,iowa_funnel_a,1.4,,funnel,,"need(BB_Modern_Italy2;BB_Fast_Modern;BB_KGeorge_Super;BB_Modern_China_Super;BB_Soyuz_Big;BB_Modern_China_Command;Large_Exper_Warship), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(61), smoke(68), size(15)",,,,,,,,,,,,,,,,,,,832,665.6,,
modern_BB_funnel_4_Iowa,,,funnel,Mega Funnel VIII,,,787.2,980000,,65,iowa_funnel_a,1.35,,funnel,,need(BB_Modern_Italy2;BB_Fast_Modern;BB_KGeorge_Super;BB_Modern_China_Super;BB_Soyuz_Big;BB_Modern_China_Command;Large_Exper_Warship),"funnel(1), fcap(60), smoke(66), size(14.5)",,,,,,,,,,,,,,,,,,,787.2,629.76,,
modern_BB_funnel_3_Iowa_enhanced,,,funnel,Mega Funnel VII (Enhanced),,,736,930000,,60,iowa_funnel_a,1.3,,funnel,,"need(BB_Russia_Rebuilt;BB_KGeorge_Big;BC_British_Super;BB_Modern_China;BB_Modern_Italy2;BB_Fast_Modern;BB_KGeorge_Super;BB_Modern_China_Super;BB_Soyuz_Big;BB_Modern_China_Command;Large_Exper_Warship), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(60), smoke(63), size(13.75)",,,,,,,,,,,,,,,,,,,736,588.8,,
modern_BB_funnel_3_Iowa,,,funnel,Mega Funnel VII,,,672,890000,,60,iowa_funnel_a,1.25,,funnel,,need(BB_Russia_Rebuilt;BB_KGeorge_Big;BC_British_Super;BB_Modern_China;BB_Modern_Italy2;BB_Fast_Modern;BB_KGeorge_Super;BB_Modern_China_Super;BB_Soyuz_Big;Spain_MD;BB_Modern_China_Command;Large_Exper_Warship),"funnel(1), fcap(57), smoke(60), size(13.5)",,,,,,,,,,,,,,,,,,,672,537.6,,
modern_BB_funnel_2_Iowa_bigvar,,,funnel,Mega Funnel VI,,,608,825000,,55,iowa_funnel_a,1.175,,funnel,,"need(BB_Modern_Iowa;BB_Modern_Iowa_small;BB_Modern_Austria;BB_Modern_Russia;BC_Modern_Russia;BB_Modern_Gen;BB_Modern_France;BB_Modern_France_Small;BB_Russia_Rebuilt;BC_Modern_Richelieu;BB_KGeorge_Big;BC_British_Super;BB_Modern_France_TEST;BB_Modern_China;Spain_MD), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(54), smoke(56.5), size(12.75)",,,,,,,,,,,,,,,,,,,608,486.4,,
modern_BB_funnel_2_Iowa,,,funnel,Mega Funnel V,,,582.4,780000,,55,iowa_funnel_a,1.125,,funnel,,need(BB_Modern_Iowa;BB_Modern_Iowa_small;BB_Modern_Austria;BB_Modern_Russia;BC_Modern_Russia;BB_Modern_Gen;BB_Modern_France;BB_Modern_France_Small;BB_Russia_Rebuilt;BC_Modern_Richelieu;BB_KGeorge_Big;BC_British_Super;BB_Modern_France_TEST;BB_Modern_China;Spain_MD),"funnel(1), fcap(51), smoke(56.5), size(12.75)",,,,,,,,,,,,,,,,,,,582.4,465.92,,
modern_BB_funnel_1_Iowa_big2,,,funnel,Mega Funnel IV (Enhanced),,,572.8,760000,,54,iowa_funnel_a,1.1,,funnel,,"need(BB_Modern_Iowa;BB_Modern_Iowa_small;BB_Modern_Austria;BB_Modern_Russia;BC_Modern_Russia;BB_Modern_Gen;need;BB_Semi_Japan;BB_Modern_France;BB_Modern_France_Small;BB_Russia_Rebuilt;BC_Modern_Richelieu;BB_KGeorge_Big;BC_British_Super;BC_Stalingrand;Spain_MD), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(48), smoke(55.5), size(12.6)",,,,,,,,,,,,,,,,,,,572.8,458.24,,
modern_BB_funnel_1_Iowa_big,,,funnel,Mega Funnel IV,,,560,720000,,53,iowa_funnel_a,1.05,,funnel,,need(BB_Modern_Iowa;BB_Modern_Iowa_small;BB_Modern_Austria;BB_Modern_Russia;BC_Modern_Russia;BB_Modern_Gen;need;BB_Semi_Japan;BB_Modern_France;BB_Modern_France_Small;BB_Russia_Rebuilt;BC_Modern_Richelieu;BB_KGeorge_Big;BC_British_Super;BC_Stalingrand;Spain_MD),"funnel(1), fcap(45), smoke(54), size(12.5)",,,,,,,,,,,,,,,,,,,560,448,,
modern_BB_funnel_1_Iowa,,,funnel,Mega Funnel III,,,528,650000,,50,iowa_funnel_a,1,,funnel,,need(BB_Modern_Iowa;BB_Modern_Iowa_small;BB_Modern_Austria;BB_Modern_Russia;BC_Modern_Russia;BB_Modern_Gen;need;BB_Semi_Japan;BB_Modern_France;BB_Modern_France_Small;BB_Russia_Rebuilt;BC_Modern_Richelieu;BB_KGeorge_Big;BC_British_Super;BC_Stalingrand;Spain_MD),"funnel(1), fcap(42), smoke(52), size(12)",,,,,,,,,,,,,,,,,,,528,422.4,,
modern_BB_funnel_1_Iowa_big_caversion,,,funnel,Mega Funnel IV,,,560,720000,,53,iowa_funnel_a,1.05,,funnel,,"need(CA_Heavy_Generic2;CA_Heavy_France_Louis;CA_British_LargeCruiser;CA_British_Late;CA_British_LowFreeboard), needunlock(biglatefunnels_level_3)","funnel(1), fcap(39), smoke(54), size(12.5)",,,,,,,,,,,,,,,,,,,560,448,,
modern_BB_funnel_3_newyork,,,funnel,Ultra Funnel III,,,850,880000,,65,new_york_funnel_e,1.12,,funnel,,need(BB_USA_NewYork_modernized;BB_USA_NewYork_modernized_wide),"funnel(1), fcap(49), smoke(63), size(14.2)",,,,,,,,,,,,,,,,,,,850,680,,
modern_BB_funnel_2_newyork,,,funnel,Ultra Funnel II,,,790,800000,,60,new_york_funnel_e,1.05,,funnel,,need(BB_USA_NewYork_modernized;BB_USA_NewYork_modernized_wide),"funnel(1), fcap(45), smoke(57.5), size(13.5)",,,,,,,,,,,,,,,,,,,790,632,,
modern_BB_funnel_1_newyork_clone,,,funnel,Ultra Funnel I,,,750,750000,,55,new_york_funnel_e,1,,funnel,,need(BB_USA_NewYork_modernized;BB_USA_NewYork_modernized_wide),"funnel(1), fcap(40), smoke(55), size(13)",,,,,,,,,,,,,,,,,,,750,600,,
modern_BB_funnel_1_newyork,,,funnel,Ultra Funnel I,,,750,750000,,55,new_york_funnel_e,1,,funnel,,need(BB_USA_NewYork_modernized;BB_USA_NewYork_modernized_wide),"funnel(1), fcap(40), smoke(55), size(13)",,,,,,,,,,,,,,,,,,,750,600,,
modern_BB_funnel_1_newyorkminiI,,,funnel,Compact Ultra Funnel II (plus rangefinder),,,163,150000,,21,new_york_funnel_e,0.8,,funnel,,need(Recon_Cruiser_GeAu;DD_Advanced_GeAu;DD_Modern_L_GeAu;DD_Modern_M_GeAu;CL_Modern_GeAu;DD_Advanced_SpChRu;DD_Modern_M_SpChRu;DD_Modern_S_SpChRu),"funnel(1), fcap(20), smoke(20), size(9), aim(2.5)",,,,,,,,,,,,,,,,,,,750,600,,
modern_BB_funnel_1_newyorkminiII,,,funnel,Compact Ultra Funnel I (plus rangefinder),,,147,130000,,18,new_york_funnel_e,0.63,,funnel,,need(Recon_Cruiser_GeAu;DD_Advanced_GeAu;DD_Modern_L_GeAu;DD_Modern_M_GeAu;CL_Modern_GeAu;DD_Advanced_SpChRu;DD_Modern_M_SpChRu;DD_Modern_S_SpChRu),"funnel(1), fcap(14), smoke(17), size(8), aim(2)",,,,,,,,,,,,,,,,,,,750,600,,
modern_BB_funnel_long_Iowa_3,,,funnel,Mega Long Funnel III,,,850,800000,,55,iowa_funnel_b,1.1,,funnel,,"need(BB_NorthCarolina), needunlock(biglatefunnels_level_3)","funnel(1), fcap(60), smoke(59), size(14.4)",,,,,,,,,,,,,,,,,,,850,680,,
modern_BB_funnel_long_Iowa_2,,,funnel,Mega Long Funnel II,,,790,750000,,55,iowa_funnel_b,1.05,,funnel,,need(BB_NorthCarolina),"funnel(1), fcap(55), smoke(57), size(13.9)",,,,,,,,,,,,,,,,,,,790,632,,
modern_BB_funnel_long_Iowa_1,,,funnel,Mega Long Funnel I,,,745,700000,,55,iowa_funnel_b,1,,funnel,,need(BB_NorthCarolina),"funnel(1), fcap(50), smoke(55), size(13.4)",,,,,,,,,,,,,,,,,,,745,596,,
modern_BB_funnel_1_Iowa_caversion,,,funnel,Mega Funnel III,,,528,650000,,50,iowa_funnel_a,1,,funnel,,need(CA_Heavy_Generic2;CA_Heavy_France_Louis;CA_British_LargeCruiser;CA_British_Late;CA_British_LowFreeboard;BB_USA_NewYork_modernized_wide),"funnel(1), fcap(52), smoke(52), size(12)",,,,,,,,,,,,,,,,,,,528,422.4,,
fuso_funnel_complex_4,,,funnel,Mega Funnel Complex II,,,992,950000,,70,fuso_funnel_a,1.1,,funnel,,"need(BB_Fuso;BB_Semi_Japan;BB_Russia_Rebuilt_Small), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(80), smoke(78), size(18)",,,,,,,,,,,,,,,,,,,992,793.6,,
fuso_funnel_complex_3,,,funnel,Mega Funnel Complex I,,,864,850000,,66,fuso_funnel_a,1,,funnel,,need(BB_Fuso;BB_Fuso_Old;BB_Semi_Japan;BB_Russia_Rebuilt_Small),"funnel(1), fcap(77), smoke(74), size(17.5)",,,,,,,,,,,,,,,,,,,864,691.2,,
kgeorge_funnel_3,,,funnel,Tall Funnel XII,,,816,790000,,60,king_george_funnel_b,1.1,,funnel,,need(BB_Modern_Thick;BC_Modern_Russia2;BB_Russia_Rebuilt_Small),"funnel(1), fcap(75), smoke(65), size(14.5)",,,,,,,,,,,,,,,,,,,816,652.8,,
fuso_funnel_complex_2,,,funnel,Funnel Complex II,,,800,750000,,70,fuso_funnel_b,1.1,,funnel,,need(BB_Fuso;BB_Fuso_Old;BB_Semi_Japan;BB_Russia_Rebuilt_Small),"funnel(1), fcap(74), smoke(67), size(16)",,,,,,,,,,,,,,,,,,,800,640,,
fuso_funnel_complex_1,,,funnel,Funnel Complex I,,,736,700000,,66,fuso_funnel_b,1,,funnel,,need(BB_Fuso;BB_Fuso_Old;BB_Semi_Japan;BB_Russia_Rebuilt_Small),"funnel(1), fcap(72), smoke(65), size(15.5)",,,,,,,,,,,,,,,,,,,736,588.8,,
fuso_funnel_wide_1,,,funnel,Thick Funnel I,,,400,2400000,,55,fuso_funnel_c_thick,0.85,,funnel,,need(Nagara_Cruiser;Kuma_Big),"funnel(1), fcap(35), smoke(40), size(15.5)",,,,,,,,,,,,,,,,,,,400,320,700000,2100000
fuso_funnel_standard_1,,,funnel,Tall Funnel I,,,336,1900000,,50,fuso_funnel_c,0.85,,funnel,,need(Nagara_Cruiser;Kuma_Big),"funnel(1), fcap(30), smoke(35), size(14.5)",,,,,,,,,,,,,,,,,,,336,268.8,700000,2100000
kgeorge_funnel_2_biggest3,,,funnel,Very Tall Funnel III,,,960,2950000,,70,king_george_funnel_b,1.35,,funnel,,need(BB_British_G3),"funnel(1), fcap(83), smoke(70), size(17.5)",,,,,,,,,,,,,,,,,,,960,768,770000,2310000
kgeorge_funnel_2_biggest2,,,funnel,Very Tall Funnel II,,,870,2950000,,65,king_george_funnel_b,1.3,,funnel,,need(BB_British_G3),"funnel(1), fcap(80), smoke(67.5), size(16.5)",,,,,,,,,,,,,,,,,,,870,696,770000,2310000
kgeorge_funnel_2_biggest1,,,funnel,Very Tall Funnel I,,,800,2450000,,60,king_george_funnel_b,1.25,,funnel,,need(BB_British_G3),"funnel(1), fcap(77.5), smoke(65), size(15.5)",,,,,,,,,,,,,,,,,,,800,640,770000,2310000
kgeorge_funnel_2_biggervar,,,funnel,Tall Funnel XI,,,787.2,770000,,60,king_george_funnel_b,1.1,,funnel,,"need(BB_KGeorge;BC_British_Modernized;BB_British_N3;BB_Modern_Thick;BB_Modern_Spain;BC_Modern_Russia2), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(72.5), smoke(62.5), size(14)",,,,,,,,,,,,,,,,,,,787.2,629.76,,
kgeorge_funnel_2,,,funnel,Tall Funnel X,,,736,720000,,55,king_george_funnel_b,1.05,,funnel,,"need(BB_KGeorge;BC_British_Modernized;BB_British_N3;BB_Modern_Thick;BB_Modern_Spain;BC_Modern_Russia2), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(70), smoke(60), size(13.5)",,,,,,,,,,,,,,,,,,,736,588.8,,
Hood_funnel_3_bigger,,,funnel,Tall Funnel IX,,,684.8,690000,,52,hood_funnel_a,1.21,,funnel,,"need(BB_KGeorge;BC_British_Modernized;BC_Hood;CA_Large_Austria;BB_British_Advanced;BB_Generic_Advanced;BB_British_N3;BB_Modern_Spain;CA_Large_Russia;BC_Modern_Russia2), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(69), smoke(59), size(13.3)",,,,,,,,,,,,,,,,,,,684.8,547.84,,
Hood_funnel_3,,,funnel,Tall Funnel VIII,,,652.8,630000,,50,hood_funnel_a,1.19,,funnel,,need(BB_KGeorge;BC_British_Modernized;BB_Britain_Modernized;BC_Hood;CA_Large_Austria;BB_British_Advanced;BB_Generic_Advanced;BB_British_N3;BB_Modern_Spain;CA_Large_Russia;BC_Modern_Russia2),"funnel(1), fcap(68), smoke(58), size(13)",,,,,,,,,,,,,,,,,,,652.8,522.24,,
modern_BB_funnel_italy_2,,,funnel,Thick Funnel VII,,,633.6,615000,,47,trento_funnel_a,1.375,,funnel,,need(BB_Modern_Italy;BB_Generic_Advanced),"funnel(1), fcap(66), smoke(56), size(12.5)",,,,,,,,,,,,,,,,,,,633.6,506.88,,
Hood_funnel_2,,,funnel,Tall Funnel VI,,,614.4,550000,,45,hood_funnel_b,1.09,,funnel,,"need(BB;BB_Super;BB_Super_Britain;BC_BritainSuper;BC_Hood;BB_USA2;BB_British_Advanced;BB_Generic_Advanced;BB_British_N3;BB_Britain_Alt2;BB_French_Advanced;BB_Elizabeth;Courageous_Class), need(g3;g4)","funnel(1), fcap(62), smoke(55), size(12)",,,,,,,,,,,,,,,,,,,614.4,491.52,,
kgeorge_funnel_1_big,,,funnel,Tall Funnel V,,,598.4,570000,,45,king_george_funnel_a,1.16,,funnel,,"need(BB_KGeorge;BC_British_Modernized;BB_Britain_Modernized;Navarra2;Izmail_Specials;Hawkins_Class;Courageous_Class), needunlock(late_BB_funnels_level_2)","funnel(1), fcap(60), smoke(53), size(11.7)",,,,,,,,,,,,,,,,,,,598.4,478.72,,
kgeorge_funnel_1,,,funnel,Tall Funnel IV,,,579.2,500000,,40,king_george_funnel_a,1.06,,funnel,,need(BB_KGeorge;BC_British_Modernized;BB_Britain_Modernized;BB_British_N3;Navarra2;Izmail_Specials;BB_USA_NewYork_big;Hawkins_Class;Courageous_Class),"funnel(1), fcap(57), smoke(50), size(11.5)",,,,,,,,,,,,,,,,,,,579.2,463.36,,
dreadnought_funnel_8,,,funnel,Tall Funnel III,,,547.84,375000,,40,dreadnought_funnel_e,1.16,,funnel,,"need(BB;BB_Super;BB_Super_Britain;BC_BritainSuper;BB_Britain_Modernized;BC_Hood;BB_Super_Britain;BB_British_Advanced;BB_British_N3;BB_Italy_Old;BB_Britain_Alt2;BB_French_Advanced;BB_USA_NewYork_big;BB_Elizabeth;Hawkins_Class;Courageous_Class), need(g2;g3;g4), needunlock(late_BB_funnels_level_2)","funnel(1), fcap(55), smoke(45), size(11)",,,,,,,,,,,,,,,,,,,547.84,438.272,,
dreadnought_funnel_8_bc,,,funnel,Tall Funnel II,,,531.2,350000,,40,dreadnought_funnel_e,1.11,,funnel,,"need(BB_Flat;BB_Super_Britain;BB_Britain_Modernized;BC;BB_USA2;CA_Large_Austria;CA_Heavy_Generic2;BB_British_N3;Espanha;BB_Italy_Old;CA_Large_Russia;BB_Britain_Alt;BB_Britain_Alt2;BB_French_Advanced;BB_Elizabeth;Hawkins_Class;Courageous_Class), need(g2;g3;g4)","funnel(1), fcap(50), smoke(38), size(10)",,,,,,,,,,,,,,,,,,,531.2,424.96,,
Hood_funnel_1,,,funnel,Tall Funnel I,,,512,325000,,35,hood_funnel_a,1.09,,funnel,,"need(BB;BB_Super;BB_Super_Britain;BC_BritainSuper;BC_Hood;BB_USA2;CA_Large_Austria;BB_Modern_Iowa_small;BB_British_Advanced;BC_Britain_Medium;BC_Britain_Var;BB_Italy_Old;CA_Large_Russia;BB_Modern_Iowa_modernized;BC_Hood;BB_Britain_Alt2;BB_French_Advanced;BB_Elizabeth;Hawkins_Class;Courageous_Class), need(g2;g3;g4)","funnel(1), fcap(45), smoke(35), size(9)",,,,,,,,,,,,,,,,,,,512,409.6,,
Soyuz_funnel_3_vbig,,,funnel,Light Funnel IV,,,534.4,375000,,45,ussr_funnel_b,1.1,,funnel,,"need(CA_Russian_Petro;CA_Russia_Heavy;BB_Soyuz;BB_Modern_Iowa_modernized), needunlock(biglatefunnels_level_3)","funnel(1), fcap(55), radio(27.5), smoke(45), size(11)",,,,,,,,,,,,,,,,,,,534.4,427.52,,
Soyuz_funnel_3_big,,,funnel,Light Funnel III,,,508.8,325000,,40,ussr_funnel_b,0.95,,funnel,,need(CA_Russian_Petro;BB_Soyuz;BB_Modern_Iowa_modernized),"funnel(1), fcap(50), radio(25), smoke(40), size(10)",,,,,,,,,,,,,,,,,,,508.8,407.04,,
